# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 16 09:22:14 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_mass,st_age,ra,dec,sy_dist
Kepler-650 b,Kepler-650,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.03214559,,2.960,0.264,,,,,0,5849.00,1.08,6.460,289.0009451,45.1542968,884.3780000
Kepler-651 b,Kepler-651,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.38521506,,2.370,0.211,,,,,0,5522.00,0.92,3.550,287.3327284,46.2034366,509.4080000
Kepler-652 b,Kepler-652,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.18200253,,2.490,0.222,,,,,0,5490.00,0.97,1.480,288.0080899,46.4736108,394.5500000
Kepler-653 b,Kepler-653,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,14.70748976,,1.950,0.174,,,,,0,5665.00,1.02,7.760,282.2130447,46.7177898,595.6340000
Kepler-653 c,Kepler-653,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.90037648,,0.780,0.070,,,,,0,5665.00,1.02,7.760,282.2130447,46.7177898,595.6340000
Kepler-654 b,Kepler-654,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,13.72465129,,2.070,0.185,,,,,0,5865.00,1.04,5.370,297.0683931,46.8342497,974.1240000
Kepler-655 b,Kepler-655,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,46.40633580,,2.710,0.242,,,,,0,6170.00,1.15,3.390,297.2590664,46.8431650,752.5620000
Kepler-656 b,Kepler-656,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.26025909,,3.120,0.278,,,,,0,5281.00,0.86,4.370,288.3278778,47.3815380,890.3520000
Kepler-656 c,Kepler-656,1,1,2,Transit,2023,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.25449393,0.060200,1.410,,,,0.000000,975,0,5550.00,1.05,,288.3278778,47.3815380,890.3520000
Kepler-657 b,Kepler-657,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,24.54350418,,3.520,0.314,,,,,0,5808.00,1.01,4.170,291.1973006,47.3077545,1691.8800000
Kepler-658 b,Kepler-658,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.28707676,,1.630,0.145,,,,,0,4103.00,0.63,3.090,282.9836210,47.5783897,388.3840000
Kepler-659 b,Kepler-659,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,17.67179600,,2.500,0.223,,,,,0,4870.00,0.79,3.240,287.6081777,47.5096893,722.6400000
Kepler-66 b,Kepler-66,1,1,1,Transit,2013,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,17.81581500,0.135200,2.800,0.250,,,,,0,5962.00,1.04,1.000,293.9815378,46.6877280,1202.9600000
Kepler-660 b,Kepler-660,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.27358194,,2.570,0.229,,,,,0,4779.00,0.75,4.570,288.1382985,47.7245642,568.4310000
Kepler-661 b,Kepler-661,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.02930132,,3.070,0.274,,,,,0,4483.00,0.70,4.270,283.7107463,47.8631748,534.7880000
Kepler-662 b,Kepler-662,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.67697486,,2.180,0.194,,,,,0,4897.00,0.79,3.630,290.4650801,47.9291252,815.6370000
Kepler-663 b,Kepler-663,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.99678284,,2.600,0.232,,,,,0,5264.00,0.86,4.570,297.8082232,47.9466342,1063.0900000
Kepler-664 b,Kepler-664,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.52559332,,2.660,0.237,,,,,0,5754.00,1.01,4.680,288.7549029,48.2262030,1210.1200000
Kepler-665 b,Kepler-665,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.01310205,,2.600,0.232,,,,,0,4913.00,0.79,4.680,297.0255947,48.4785669,612.8380000
Kepler-666 b,Kepler-666,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.49876092,,2.400,0.214,,,,,0,5887.00,1.03,3.800,298.4568899,48.7915925,1508.7100000
Kepler-667 b,Kepler-667,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,41.43962808,,4.730,0.422,,,,,0,5327.00,0.91,4.680,295.5549918,49.0172956,2302.4500000
Kepler-668 b,Kepler-668,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.35390639,,2.700,0.241,,,,,0,5352.00,0.87,3.890,285.4992845,49.2772713,784.6180000
Kepler-669 b,Kepler-669,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.12554687,,4.830,0.431,,,,,0,6038.00,1.15,3.160,291.9361615,49.2539473,2063.4100000
Kepler-67 b,Kepler-67,1,1,1,Transit,2013,<a refstr=MEIBOM_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.499...55M/abstract target=ref> Meibom et al. 2013 </a>,15.72590000,0.117100,2.940,0.262,,,,,0,5331.00,0.86,1.000,294.1533505,46.1663976,1131.1900000
Kepler-670 b,Kepler-670,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.81650485,,13.180,1.176,,,,,0,5709.00,0.99,4.790,297.0154644,49.2252988,939.7440000
Kepler-671 b,Kepler-671,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.28095859,,2.690,0.240,,,,,0,5624.00,0.97,4.470,294.2657519,49.3140933,1168.2600000
Kepler-672 b,Kepler-672,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,38.37746230,,2.500,0.223,,,,,1,5627.00,0.95,4.070,291.7219993,49.4808492,1033.9300000
Kepler-673 b,Kepler-673,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.72873109,,6.540,0.583,,,,,0,5355.00,0.88,4.470,290.7857595,50.0540561,918.2100000
Kepler-674 b,Kepler-674,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.24338185,,1.690,0.151,,,,,0,4192.00,0.60,3.310,285.1761864,50.1496897,342.2540000
Kepler-675 b,Kepler-675,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.33743801,,2.440,0.218,,,,,0,4945.00,0.79,4.680,293.8334488,50.2303479,665.6800000
Kepler-676 b,Kepler-676,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.59822172,,3.040,0.271,,,,,0,3701.00,0.51,4.270,296.2220259,50.2873626,295.1960000
Kepler-677 b,Kepler-677,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.57531678,,5.380,0.480,,,,,0,5723.00,1.00,4.570,290.0980478,50.3215731,1954.0800000
Kepler-678 b,Kepler-678,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.27503724,,5.140,0.459,,,,,0,5520.00,0.94,4.470,295.4552577,50.4945093,1826.1500000
Kepler-679 b,Kepler-679,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.39358604,,3.010,0.269,,,,,0,5403.00,0.87,4.470,296.0213374,50.5678019,922.2440000
Kepler-68 b,Kepler-68,1,2,4,Transit,2013,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,5.39875259,0.061350,2.357,0.210,8.03000,3.37000,0.090000,1275,0,5847.00,1.06,6.840,291.0323102,49.0402129,144.1660000
Kepler-68 c,Kepler-68,1,2,4,Transit,2013,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,9.60502700,0.090080,0.979,0.087,1.30000,7.50000,0.099000,1052,0,5847.00,1.06,6.840,291.0323102,49.0402129,144.1660000
Kepler-68 d,Kepler-68,1,2,4,Radial Velocity,2013,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,632.62000000,1.469000,,,238.05348,,0.102000,,0,5847.00,1.06,6.840,291.0323102,49.0402129,144.1660000
Kepler-68 e,Kepler-68,1,2,4,Radial Velocity,2023,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3455.00000000,4.600000,,,86.44933,,0.330000,,0,5847.00,1.06,6.840,291.0323102,49.0402129,144.1660000
Kepler-680 b,Kepler-680,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.68992629,,2.420,0.216,,,,,0,5890.00,1.08,3.720,291.6223810,50.6181793,1492.4800000
Kepler-681 b,Kepler-681,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,26.39435646,,3.080,0.275,,,,,0,5021.00,0.80,5.010,289.3997364,51.2502428,686.9230000
Kepler-682 b,Kepler-682,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.61190667,,7.370,0.658,,,,,0,5559.00,0.92,3.980,289.1122204,51.7373589,1979.2500000
Kepler-683 b,Kepler-683,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.53918318,,1.970,0.176,,,,,0,5703.00,0.96,4.370,291.4399598,37.9056293,1023.0700000
Kepler-684 b,Kepler-684,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.77030201,,3.360,0.300,,,,,0,5493.00,0.89,4.370,290.8704935,38.2735978,1731.2700000
Kepler-685 b,Kepler-685,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.62552220,,10.580,0.944,,,,,0,5963.00,1.11,3.390,293.8719143,38.4229184,938.7150000
Kepler-686 b,Kepler-686,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.59474546,,12.150,1.084,,,,,0,5649.00,0.94,4.470,285.2138190,39.0274660,1490.9400000
Kepler-687 b,Kepler-687,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.50586978,,3.520,0.314,,,,,0,4841.00,0.77,5.500,289.3154576,39.1532911,633.6600000
Kepler-688 b,Kepler-688,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.89593684,,9.760,0.871,,,,,0,5715.00,0.98,4.270,294.6552312,39.3083446,1357.7500000
Kepler-689 b,Kepler-689,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,22.36656079,,2.890,0.258,,,,,0,5518.00,0.91,4.570,294.7106347,39.5216975,1131.7300000
Kepler-69 b,Kepler-69,1,1,2,Transit,2013,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,13.72234100,0.094000,2.240,0.200,,,0.160000,779,0,5638.00,0.81,,293.2609013,44.8688656,730.6250000
Kepler-69 c,Kepler-69,1,1,2,Transit,2013,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,242.46130000,0.640000,1.710,0.153,,,0.140000,299,0,5638.00,0.81,,293.2609013,44.8688656,730.6250000
Kepler-690 b,Kepler-690,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.74809437,,5.950,0.531,,,,,0,5913.00,1.11,3.550,294.4899225,39.7714758,1665.3100000
Kepler-691 b,Kepler-691,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.11437900,,2.090,0.186,,,,,0,3715.00,0.53,3.980,288.8117314,40.0332311,279.1150000
Kepler-692 b,Kepler-692,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.81293494,,3.110,0.277,,,,,0,5440.00,0.90,4.680,294.7768068,40.1537027,991.3360000
Kepler-693 b,Kepler-693,1,2,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.37563332,,10.180,0.908,,,,,0,4881.00,0.76,4.470,283.2535270,40.3582155,1151.5100000
Kepler-694 b,Kepler-694,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6.36584161,,2.800,0.250,,,,,0,5700.00,0.97,4.070,291.1495269,40.4204569,1023.0600000
Kepler-695 b,Kepler-695,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.04033042,,9.210,0.822,,,,,0,5181.00,0.84,4.470,299.3160934,40.8223815,842.9470000
Kepler-696 b,Kepler-696,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.19042557,,6.140,0.548,,,,,0,5903.00,1.06,3.980,293.4965906,41.1375635,1416.4400000
Kepler-697 b,Kepler-697,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.70987065,,4.130,0.368,,,,,0,5513.00,0.92,4.370,283.8643937,41.3463859,1277.3300000
Kepler-698 b,Kepler-698,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.32976218,,3.680,0.328,,,,,0,5612.00,0.94,4.270,288.5099994,41.3017465,1995.5700000
Kepler-7 b,Kepler-7,1,1,1,Transit,2009,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,4.88548920,0.060670,18.181,1.622,140.16303,0.14000,,1630,0,5933.00,1.36,,288.5814928,41.0897335,922.5620000
Kepler-700 b,Kepler-700,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,80.87206390,,5.990,0.534,,,,,0,5692.00,0.98,4.370,287.1542240,41.5657775,1491.7600000
Kepler-701 b,Kepler-701,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.35533177,,2.840,0.253,,,,,0,5343.00,0.88,4.470,288.9941800,41.6333125,774.1520000
Kepler-702 b,Kepler-702,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.52629406,,9.170,0.818,,,,,0,5419.00,0.90,4.470,293.8781041,41.6617245,992.0710000
Kepler-703 b,Kepler-703,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.58352176,,8.200,0.732,,,,,0,6185.00,1.18,2.690,299.1868586,41.7426990,1156.8300000
Kepler-704 b,Kepler-704,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.76182115,,2.610,0.233,,,,,0,5616.00,0.97,5.130,283.3163671,41.8370942,1228.8300000
Kepler-705 b,Kepler-705,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,56.05605380,,2.110,0.188,,,,,0,3722.00,0.53,3.890,289.5085612,41.8120234,276.8810000
Kepler-707 b,Kepler-707,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.23749275,,1.330,0.119,,,,,0,5099.00,0.80,4.900,290.0075640,42.1164698,591.7760000
Kepler-708 b,Kepler-708,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.16789194,,2.930,0.261,,,,,0,5692.00,0.97,4.370,293.8164588,42.2125159,1394.2200000
Kepler-709 b,Kepler-709,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.08524954,,2.920,0.261,,,,,0,5071.00,0.80,4.900,292.1052720,42.3803077,664.8430000
Kepler-710 b,Kepler-710,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.34728553,,1.880,0.168,,,,,0,5611.00,0.94,4.170,291.9641255,42.6961308,1448.3400000
Kepler-711 b,Kepler-711,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.58914398,,3.410,0.304,,,,,0,5222.00,0.84,4.370,297.4600468,42.8398172,624.5750000
Kepler-712 b,Kepler-712,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,21.02247699,,3.410,0.304,,,,,0,5148.00,0.84,3.310,294.9096739,42.9351987,872.4930000
Kepler-712 c,Kepler-712,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,226.89047000,,4.850,0.433,,,,,0,5148.00,0.84,3.310,294.9096739,42.9351987,872.4930000
Kepler-713 b,Kepler-713,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.41114100,,2.480,0.221,,,,,0,5785.00,0.98,3.800,295.6513819,43.0297781,1089.8700000
Kepler-714 b,Kepler-714,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.09888799,,9.670,0.863,,,,,0,5995.00,1.09,3.550,282.6994685,43.2727437,2083.3700000
Kepler-715 b,Kepler-715,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.00652995,,3.750,0.335,,,,,0,5871.00,1.04,3.980,283.6307971,43.3793638,1327.4400000
Kepler-716 b,Kepler-716,1,1,2,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.37168453,,2.900,0.259,,,,,0,5099.00,0.83,4.570,290.3931809,43.3638577,635.0090000
Kepler-716 c,Kepler-716,1,1,2,Transit,2020,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,3.96999000,,1.393,0.124,,,,,0,5012.00,0.83,,290.3931809,43.3638577,635.0090000
Kepler-717 b,Kepler-717,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.40840023,,2.420,0.216,,,,,0,5485.00,0.88,4.370,292.9655071,43.3463450,2805.4800000
Kepler-718 b,Kepler-718,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.05234990,,16.560,1.477,,,,,0,6191.00,1.18,2.570,299.5618676,43.5035173,1302.3300000
Kepler-719 b,Kepler-719,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.00731778,,8.520,0.760,,,,,0,5777.00,0.99,3.980,295.5360628,43.8844116,2497.5100000
Kepler-720 b,Kepler-720,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.70832654,,8.410,0.750,,,,,0,5618.00,0.95,3.630,298.6356478,44.1709388,1065.3700000
Kepler-721 b,Kepler-721,1,1,1,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.39202539,,2.640,0.236,,,,,0,5075.00,0.82,4.900,284.4305132,44.4803776,926.5980000
